323913949126750	,BO2020090143757207750205	,HJCOM==5401603171000119031==2828345093150975	,,2020-09-01 06:52:12,阿里巴巴（中国）软件有限公司(cun***@alibaba-inc.com)	,0.00,-20.94,192053.96,支付宝,转账,村淘平台服务费扣款{1192026594658066768},0030014|软件服务费-村淘平台技术服务费,账房,1192026594658066768	,M{1192026594658066768}|S{1192026594658066768}
323914620884750	,2020082122001188751416185857	,T200P1192026594658066768	,【甜蜜价】Fossil化石手表女简约气质 学生手镯式钢表带防水石英女表BQ3025,2020-09-01 06:53:19,杭州阿里妈妈软件服务有限公司(n-t***@service.taobao.com)	,0.00,-20.94,192033.02,支付宝,交易分账,淘宝客佣金代扣款[1192026594658066768],0060011|营销支出-淘宝客佣金,联盟商家中心,1192026594658066768	,M{1192026594658066768}|S{1192026594658066768}
323910648589750	,2020082122001188751416185857	,T200P1192026594658066768	,【甜蜜价】Fossil化石手表女简约气质 学生手镯式钢表带防水石英女表BQ3025,2020-09-01 06:53:19,**********会(i-d***@i-db.com.cn)	,0.00,-0.02,192033.00,支付宝,交易分账,公益宝贝捐赠=爱的分贝听障儿童救助=fossil官方旗舰店,0110001|公益性捐赠支出-公益宝贝,账房,1192026594658066768	,M{1192026594658066768}|S{1192026594658066768}
323909896492750	,2020082122001188751416185857	,T200P1192026594658066768	,【甜蜜价】Fossil化石手表女简约气质 学生手镯式钢表带防水石英女表BQ3025,2020-09-01 06:53:20,浙江天猫技术有限公司(ju.***@service.taobao.com)	,0.00,-17.45,192015.55,支付宝,交易分账,聚划算佣金(1192026594658066768)扣款,0030007|软件服务费-聚划算,账房,1192026594658066768	,M{1192026594658066768}|S{1192026594658066768}
323915877855750	,20200901110070101506750080232013	,	,,2020-09-01 09:51:26,****y	,0.00,-40000.00,152015.55,支付宝,提现,FOS提现,,,	,
323978324580041	,2020082122001122041440991693	,T200P1192072352816840543	,【甜蜜价】Fossil 春季日月变换月相表云杉色绿色钢带石英表男FS5572,2020-09-01 10:51:43,**红(132****03)	,535.00,0.00,152550.55,支付宝,交易付款,花呗交易号[2020082122001122041440991693],0010001|交易收款-交易收款,商家中心,1192072352816840543	,M{1192072352816840543}
323979066116040	,2020082122001122041440991693	,T200P1192072352816840543	,【甜蜜价】Fossil 春季日月变换月相表云杉色绿色钢带石英表男FS5572,2020-09-01 10:51:44,支付宝（中国）网络技术有限公司(sys***@alipay.com)	,0.00,-4.28,152546.27,支付宝,收费,花呗支付服务费[2020082122001122041440991693];淘宝交易号[T200P1192072352816840543],0030038|软件服务费-支付宝服务费,蚂蚁商家中心,1192072352816840543	,M{1192072352816840543}
322981145362271	,2020082122001105271454341934	,T200P1192486018063163147	,[景甜推荐]Fossil化石旗舰店正品满天星简约气质手表送女友BQ3182,2020-09-01 10:51:46,**翔(153****29)	,689.00,0.00,153235.27,支付宝,在线支付,花呗交易号[2020082122001105271454341934],0010001|交易收款-交易收款,商家中心,1192486018063163147	,M{1192486018063163147}
322980839289270	,2020082122001105271454341934	,T200P1192486018063163147	,[景甜推荐]Fossil化石旗舰店正品满天星简约气质手表送女友BQ3182,2020-09-01 10:51:47,支付宝（中国）网络技术有限公司(sys***@alipay.com)	,0.00,-5.51,153229.76,支付宝,收费,花呗支付服务费[2020082122001105271454341934];淘宝交易号[T200P1192486018063163147],0030038|软件服务费-支付宝服务费,蚂蚁商家中心,1192486018063163147	,M{1192486018063163147}
323919261105750	,BO2020090144179680750205	,CAE_POINT_1192486018063163147_2_0	,,2020-09-01 10:51:47,浙江天猫技术有限公司(jif***@taobao.com)	,0.00,-3.44,153226.32,支付宝,转账,代扣返点积分1192486018063163147,0030001|软件服务费-天猫返点积分,账房,1192486018063163147	,M{1192486018063163147}
323916913373750	,20200901102551010071750048526523	,20090169878495110041	,,2020-09-01 10:51:51,国泰财产保险有限责任公司(acc***@cathay-ins.com.cn)	,0.00,-1.90,153224.42,支付宝,其它,保险承保-卖家版运费险保费收取:淘宝订单号1217828667678561242,0050005|保险支出-卖家版运费险,商家中心,1217828667678561242	,M{1217828667678561242}
322979622229270	,2020082122001105271454341934	,T200P1192486018063163147	,[景甜推荐]Fossil化石旗舰店正品满天星简约气质手表送女友BQ3182,2020-09-01 10:52:00,*********会(gon***@onefoundation.cn)	,0.00,-0.02,153224.40,支付宝,交易分账,公益宝贝捐赠=壹乐园计划=fossil官方旗舰店,0110001|公益性捐赠支出-公益宝贝,账房,1192486018063163147	,M{1192486018063163147}|S{1192486018063163147}
323978990976040	,2020082122001122041440991693	,T200P1192072352816840543	,【甜蜜价】Fossil 春季日月变换月相表云杉色绿色钢带石英表男FS5572,2020-09-01 10:52:01,**********会(yan***@sina.com)	,0.00,-0.02,153224.38,支付宝,交易分账,公益宝贝捐赠=扬帆捐书计划=fossil官方旗舰店,0110001|公益性捐赠支出-公益宝贝,账房,1192072352816840543	,M{1192072352816840543}|S{1192072352816840543}
323976940709040	,2020082122001122041440991693	,T200P1192072352816840543	,【甜蜜价】Fossil 春季日月变换月相表云杉色绿色钢带石英表男FS5572,2020-09-01 10:52:02,浙江天猫技术有限公司(ju.***@service.taobao.com)	,0.00,-26.75,153197.63,支付宝,交易分账,聚划算佣金(1192072352816840543)扣款,0030007|软件服务费-聚划算,账房,1192072352816840543	,M{1192072352816840543}|S{1192072352816840543}
323801085948371	,2020082122001192371459035948	,T200P1192180577821040447	,【甜蜜价】Fossil化石 手表女简约气质镶钻表盘皮带钢带女士石英腕表 BQ3496,2020-09-01 10:53:02,**芮(153****10)	,385.00,0.00,153582.63,支付宝,交易付款,,0010001|交易收款-交易收款,商家中心,1192180577821040447	,M{1192180577821040447}
323798177543370	,2020082122001192371459035948	,T200P1192180577821040447	,【甜蜜价】Fossil化石 手表女简约气质镶钻表盘皮带钢带女士石英腕表 BQ3496,2020-09-01 10:53:04,*********会(gon***@onefoundation.cn)	,0.00,-0.02,153582.61,支付宝,交易分账,公益宝贝捐赠=壹乐园计划=fossil官方旗舰店,0110001|公益性捐赠支出-公益宝贝,账房,1192180577821040447	,M{1192180577821040447}|S{1192180577821040447}
323801102832370	,2020082122001192371459035948	,T200P1192180577821040447	,【甜蜜价】Fossil化石 手表女简约气质镶钻表盘皮带钢带女士石英腕表 BQ3496,2020-09-01 10:53:05,浙江天猫技术有限公司(ju.***@service.taobao.com)	,0.00,-19.25,153563.36,支付宝,交易分账,聚划算佣金(1192180577821040447)扣款,0030007|软件服务费-聚划算,账房,1192180577821040447	,M{1192180577821040447}|S{1192180577821040447}
323920731668750	,20200901102551010071750048518997	,20090170249333110701	,,2020-09-01 10:54:38,国泰财产保险有限责任公司(acc***@cathay-ins.com.cn)	,0.00,-1.90,153561.46,支付宝,其它,保险承保-卖家版运费险保费收取:淘宝订单号1218187081025912270,0050005|保险支出-卖家版运费险,商家中心,1218187081025912270	,M{1218187081025912270}
323919863907750	,BO2020090144283122750205	,CAE_POINT_1192180577821040447_2_0	,,2020-09-01 10:55:02,浙江天猫技术有限公司(jif***@taobao.com)	,0.00,-1.92,153559.54,支付宝,转账,代扣返点积分1192180577821040447,0030001|软件服务费-天猫返点积分,账房,1192180577821040447	,M{1192180577821040447}
324367708604521	,2020082122001107521445207038	,T200P1192987746570601708	,【甜蜜价】Fossil化石 手表女简约气质镶钻表盘皮带钢带女士石英腕表 BQ3496,2020-09-01 10:55:04,*伦(153****00)	,385.00,0.00,153944.54,支付宝,交易付款,花呗交易号[2020082122001107521445207038],0010001|交易收款-交易收款,商家中心,1192987746570601708	,M{1192987746570601708}
324365134397520	,2020082122001107521445207038	,T200P1192987746570601708	,【甜蜜价】Fossil化石 手表女简约气质镶钻表盘皮带钢带女士石英腕表 BQ3496,2020-09-01 10:55:05,支付宝（中国）网络技术有限公司(sys***@alipay.com)	,0.00,-3.08,153941.46,支付宝,收费,花呗支付服务费[2020082122001107521445207038];淘宝交易号[T200P1192987746570601708],0030038|软件服务费-支付宝服务费,蚂蚁商家中心,1192987746570601708	,M{1192987746570601708}
323916414555750	,BO2020090144164006750205	,HJCOM==3200060031==2828725476500975==1192987746570601708	,,2020-09-01 10:55:05,浙江天猫技术有限公司(pin***@taobao.com)	,0.00,-19.25,153922.21,支付宝,转账,天猫佣金（类目）{1192987746570601708}扣款,0030003|软件服务费-天猫佣金,账房,1192987746570601708	,M{1192987746570601708}|S{1192987746570601708}
323918444800750	,BO2020090144118982750205	,CAE_POINT_1192987746570601708_2_0	,,2020-09-01 10:55:27,浙江天猫技术有限公司(jif***@taobao.com)	,0.00,-1.92,153920.29,支付宝,转账,代扣返点积分1192987746570601708,0030001|软件服务费-天猫返点积分,账房,1192987746570601708	,M{1192987746570601708}
323918875463750	,BO2020090144354061750205	,HJCOM==3200060031==2828717983480975==1192486018063163147	,,2020-09-01 10:56:07,浙江天猫技术有限公司(pin***@taobao.com)	,0.00,-34.45,153885.84,支付宝,转账,天猫佣金（类目）{1192486018063163147}扣款,0030003|软件服务费-天猫佣金,账房,1192486018063163147	,M{1192486018063163147}|S{1192486018063163147}
324364974292520	,2020082122001107521445207038	,T200P1192987746570601708	,【甜蜜价】Fossil化石 手表女简约气质镶钻表盘皮带钢带女士石英腕表 BQ3496,2020-09-01 10:56:16,杭州阿里妈妈软件服务有限公司(n-p***@service.taobao.com)	,0.00,-38.50,153847.34,支付宝,交易分账,淘宝客佣金代扣款[1192987746570601708],0060011|营销支出-淘宝客佣金,联盟商家中心,1192987746570601708	,M{1192987746570601708}|S{1192987746570601708}
324367360359520	,2020082122001107521445207038	,T200P1192987746570601708	,【甜蜜价】Fossil化石 手表女简约气质镶钻表盘皮带钢带女士石英腕表 BQ3496,2020-09-01 10:56:17,*********会(gon***@onefoundation.cn)	,0.00,-0.02,153847.32,支付宝,交易分账,公益宝贝捐赠=壹乐园计划=fossil官方旗舰店,0110001|公益性捐赠支出-公益宝贝,账房,1192987746570601708	,M{1192987746570601708}|S{1192987746570601708}
324366004406520	,2020082122001107521445207038	,T200P1192987746570601708	,【甜蜜价】Fossil化石 手表女简约气质镶钻表盘皮带钢带女士石英腕表 BQ3496,2020-09-01 10:56:17,浙江天猫技术有限公司(ju.***@service.taobao.com)	,0.00,-19.25,153828.07,支付宝,交易分账,聚划算佣金(1192987746570601708)扣款,0030007|软件服务费-聚划算,账房,1192987746570601708	,M{1192987746570601708}|S{1192987746570601708}
326946693335551	,2020082122001157551410112091	,T200P1192249475897425800	,【甜蜜价】Fossil正品时尚简约高级感满天星表盘不锈钢表带石英手表女BQ3516,2020-09-01 10:56:53,*侃(150****03)	,589.00,0.00,154417.07,支付宝,交易付款,,0010001|交易收款-交易收款,商家中心,1192249475897425800	,M{1192249475897425800}
326945301471550	,2020082122001157551410112091	,T200P1192249475897425800	,【甜蜜价】Fossil正品时尚简约高级感满天星表盘不锈钢表带石英手表女BQ3516,2020-09-01 10:56:54,支付宝（中国）网络技术有限公司(sys***@alipay.com)	,0.00,-4.71,154412.36,支付宝,收费,信用卡支付服务费[2020082122001157551410112091];淘宝交易号[T200P1192249475897425800],0030038|软件服务费-支付宝服务费,蚂蚁商家中心,1192249475897425800	,M{1192249475897425800}
323920481008750	,BO2020090144271116750205	,CAE_POINT_1192249475897425800_2_0	,,2020-09-01 10:56:54,浙江天猫技术有限公司(jif***@taobao.com)	,0.00,-2.94,154409.42,支付宝,转账,代扣返点积分1192249475897425800,0030001|软件服务费-天猫返点积分,账房,1192249475897425800	,M{1192249475897425800}
323878019349501	,2020082122001183501415572085	,T200P1107350918404293788	,【甜蜜价】Fossil化石2020新款限量款欧美时尚太阳能环保礼盒男女手表LE1112,2020-09-01 10:56:54,**柏(186****73)	,930.00,0.00,155339.42,支付宝,在线支付,花呗交易号[2020082122001183501415572085],0010001|交易收款-交易收款,商家中心,1107350918404293788	,M{1107350918404293788}
323880622406500	,2020082122001183501415572085	,T200P1107350918404293788	,【甜蜜价】Fossil化石2020新款限量款欧美时尚太阳能环保礼盒男女手表LE1112,2020-09-01 10:56:55,支付宝（中国）网络技术有限公司(sys***@alipay.com)	,0.00,-7.44,155331.98,支付宝,收费,花呗支付服务费[2020082122001183501415572085];淘宝交易号[T200P1107350918404293788],0030038|软件服务费-支付宝服务费,蚂蚁商家中心,1107350918404293788	,M{1107350918404293788}
323917428375750	,BO2020090144255932750205	,HJCOM==3200060031==2828735536460975==1192249475897425800	,,2020-09-01 10:56:55,浙江天猫技术有限公司(pin***@taobao.com)	,0.00,-29.45,155302.53,支付宝,转账,天猫佣金（类目）{1192249475897425800}扣款,0030003|软件服务费-天猫佣金,账房,1192249475897425800	,M{1192249475897425800}|S{1192249475897425800}
323917216443750	,BO2020090144192650750205	,HJCOM==3200060031==2828723895730975==1107350918404293788	,,2020-09-01 10:56:55,浙江天猫技术有限公司(pin***@taobao.com)	,0.00,-46.50,155256.03,支付宝,转账,天猫佣金（类目）{1107350918404293788}扣款,0030003|软件服务费-天猫佣金,账房,1107350918404293788	,M{1107350918404293788}|S{1107350918404293788}
323919545600750	,BO2020090144093271750205	,HJCOM==3200060031==2828733911300975==1192180577821040447	,,2020-09-01 10:57:13,浙江天猫技术有限公司(pin***@taobao.com)	,0.00,-19.25,155236.78,支付宝,转账,天猫佣金（类目）{1192180577821040447}扣款,0030003|软件服务费-天猫佣金,账房,1192180577821040447	,M{1192180577821040447}|S{1192180577821040447}
323918178219750	,BO2020090144180981750205	,CAE_POINT_1107350918404293788_2_0	,,2020-09-01 10:57:15,浙江天猫技术有限公司(jif***@taobao.com)	,0.00,-4.65,155232.13,支付宝,转账,代扣返点积分1107350918404293788,0030001|软件服务费-天猫返点积分,账房,1107350918404293788	,M{1107350918404293788}
324794102719631	,2020082222001192631400065797	,T200P1193399203759339428	,【甜蜜价】Fossil春季新款水钻镶嵌大表盘牛皮表带礼盒套装石英女表ES4607,2020-09-01 10:57:43,**再(131****80)	,633.10,0.00,155865.23,支付宝,交易付款,【甜蜜价】Fossil春季新款水钻镶嵌大表盘牛皮表带礼盒套装石英女表ES4607,0010001|交易收款-交易收款,商家中心,1193399203759339428	,M{1193399203759339428}
323919004430750	,BO2020090144309247750205	,CAE_POINT_1193399203759339428_2_0	,,2020-09-01 10:57:44,浙江天猫技术有限公司(jif***@taobao.com)	,0.00,-3.16,155862.07,支付宝,转账,代扣返点积分1193399203759339428,0030001|软件服务费-天猫返点积分,账房,1193399203759339428	,M{1193399203759339428}
324799006447630	,2020082222001192631400065797	,T200P1193399203759339428	,【甜蜜价】Fossil春季新款水钻镶嵌大表盘牛皮表带礼盒套装石英女表ES4607,2020-09-01 10:57:51,******会(don***@ayfoundation.org)	,0.00,-0.02,155862.05,支付宝,交易分账,公益宝贝捐赠=先心儿童的心生=fossil官方旗舰店,0110001|公益性捐赠支出-公益宝贝,账房,1193399203759339428	,M{1193399203759339428}|S{1193399203759339428}
324794283652630	,2020082222001192631400065797	,T200P1193399203759339428	,【甜蜜价】Fossil春季新款水钻镶嵌大表盘牛皮表带礼盒套装石英女表ES4607,2020-09-01 10:57:52,浙江天猫技术有限公司(ju.***@service.taobao.com)	,0.00,-31.66,155830.39,支付宝,交易分账,聚划算佣金(1193399203759339428)扣款,0030007|软件服务费-聚划算,账房,1193399203759339428	,M{1193399203759339428}|S{1193399203759339428}
323880321056500	,2020082122001183501415572085	,T200P1107350918404293788	,【甜蜜价】Fossil化石2020新款限量款欧美时尚太阳能环保礼盒男女手表LE1112,2020-09-01 10:58:26,杭州阿里妈妈软件服务有限公司(n-r***@service.taobao.com)	,0.00,-93.00,155737.39,支付宝,交易分账,淘宝客佣金代扣款[1107350918404293788],0060011|营销支出-淘宝客佣金,联盟商家中心,1107350918404293788	,M{1107350918404293788}|S{1107350918404293788}
323879119637500	,2020082122001183501415572085	,T200P1107350918404293788	,【甜蜜价】Fossil化石2020新款限量款欧美时尚太阳能环保礼盒男女手表LE1112,2020-09-01 10:58:27,浙江天猫技术有限公司(ju.***@service.taobao.com)	,0.00,-46.50,155690.89,支付宝,交易分账,聚划算佣金(1107350918404293788)扣款,0030007|软件服务费-聚划算,账房,1107350918404293788	,M{1107350918404293788}|S{1107350918404293788}
326943558026550	,2020082122001157551410112091	,T200P1192249475897425800	,【甜蜜价】Fossil正品时尚简约高级感满天星表盘不锈钢表带石英手表女BQ3516,2020-09-01 10:58:39,杭州阿里妈妈软件服务有限公司(n-p***@service.taobao.com)	,0.00,-35.34,155655.55,支付宝,交易分账,淘宝客佣金代扣款[1192249475897425800],0060011|营销支出-淘宝客佣金,联盟商家中心,1192249475897425800	,M{1192249475897425800}|S{1192249475897425800}
326946464957550	,2020082122001157551410112091	,T200P1192249475897425800	,【甜蜜价】Fossil正品时尚简约高级感满天星表盘不锈钢表带石英手表女BQ3516,2020-09-01 10:58:40,浙江天猫技术有限公司(ju.***@service.taobao.com)	,0.00,-29.45,155626.10,支付宝,交易分账,聚划算佣金(1192249475897425800)扣款,0030007|软件服务费-聚划算,账房,1192249475897425800	,M{1192249475897425800}|S{1192249475897425800}
324758127444101	,2020082122001102101410536049	,T200P1192652611400748537	,[景甜推荐]Fossil化石旗舰店正品满天星简约气质手表送女友BQ3182,2020-09-01 10:58:42,**萍(152****60)	,689.00,0.00,156315.10,支付宝,交易付款,,0010001|交易收款-交易收款,商家中心,1192652611400748537	,M{1192652611400748537}
323918566323750	,20200901102551010071750048543985	,20090169884077510585	,,2020-09-01 10:58:42,国泰财产保险有限责任公司(acc***@cathay-ins.com.cn)	,0.00,-1.90,156313.20,支付宝,其它,保险承保-卖家版运费险保费收取:淘宝订单号1218734354209823414,0050005|保险支出-卖家版运费险,商家中心,1218734354209823414	,M{1218734354209823414}
324758256042100	,2020082122001102101410536049	,T200P1192652611400748537	,[景甜推荐]Fossil化石旗舰店正品满天星简约气质手表送女友BQ3182,2020-09-01 10:58:42,支付宝（中国）网络技术有限公司(sys***@alipay.com)	,0.00,-5.51,156307.69,支付宝,收费,信用卡支付服务费[2020082122001102101410536049];淘宝交易号[T200P1192652611400748537],0030038|软件服务费-支付宝服务费,蚂蚁商家中心,1192652611400748537	,M{1192652611400748537}
323918782352750	,BO2020090144178513750205	,CAE_POINT_1192652611400748537_2_0	,,2020-09-01 10:58:43,浙江天猫技术有限公司(jif***@taobao.com)	,0.00,-3.44,156304.25,支付宝,转账,代扣返点积分1192652611400748537,0030001|软件服务费-天猫返点积分,账房,1192652611400748537	,M{1192652611400748537}
323919465441750	,BO2020090144382739750205	,HJCOM==3200060031==2828732967290975==1192652611400748537	,,2020-09-01 10:58:43,浙江天猫技术有限公司(pin***@taobao.com)	,0.00,-34.45,156269.80,支付宝,转账,天猫佣金（类目）{1192652611400748537}扣款,0030003|软件服务费-天猫佣金,账房,1192652611400748537	,M{1192652611400748537}|S{1192652611400748537}
326064482906561	,2020082222001169561444949626	,T200P1193393859875695448	,【甜蜜价】Fossil/化石 官方正品满天星空多色水晶表盘石英女表ES4727,2020-09-01 10:58:43,*双(186****05)	,449.00,0.00,156718.80,支付宝,交易付款,【甜蜜价】Fossil/化石 官方正品满天星空多色水晶表盘石英女表ES4727,0010001|交易收款-交易收款,商家中心,1193393859875695448	,M{1193393859875695448}
323917589955750	,BO2020090144390981750205	,HJCOM==3200060031==2828739234160975==1193393859875695448	,,2020-09-01 10:58:45,浙江天猫技术有限公司(pin***@taobao.com)	,0.00,-22.45,156696.35,支付宝,转账,天猫佣金（类目）{1193393859875695448}扣款,0030003|软件服务费-天猫佣金,账房,1193393859875695448	,M{1193393859875695448}|S{1193393859875695448}
324756929960100	,2020082122001102101410536049	,T200P1192652611400748537	,[景甜推荐]Fossil化石旗舰店正品满天星简约气质手表送女友BQ3182,2020-09-01 10:58:56,杭州阿里妈妈软件服务有限公司(n-p***@service.taobao.com)	,0.00,-43.41,156652.94,支付宝,交易分账,淘宝客佣金代扣款[1192652611400748537],0060011|营销支出-淘宝客佣金,联盟商家中心,1192652611400748537	,M{1192652611400748537}|S{1192652611400748537}
